Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2025-02-19 17:36:33,Pengguna Google,5,"bagus banget, lebih bagus dari AI lainnya, pokoknya wajib download aja ngk banyak cencong ini bagus.walau ngatau tentang waktu tapi makin lama makin pintar AI nya",bagus banget lebih bagus dari AI lainnya pokoknya wajib download aja ngk banyak cencong ini baguswalau ngatau tentang waktu tapi makin lama makin pintar AI nya,bagus banget lebih bagus dari ai lainnya pokoknya wajib download aja ngk banyak cencong ini baguswalau ngatau tentang waktu tapi makin lama makin pintar ai nya,bagus banget lebih bagus dari ai lainnya pokoknya wajib download saja tidak banyak cencong ini baguswalau ngatau tentang waktu tapi makin lama makin pintar ai ya,"['bagus', 'banget', 'lebih', 'bagus', 'dari', 'ai', 'lainnya', 'pokoknya', 'wajib', 'download', 'saja', 'tidak', 'banyak', 'cencong', 'ini', 'baguswalau', 'ngatau', 'tentang', 'waktu', 'tapi', 'makin', 'lama', 'makin', 'pintar', 'ai', 'ya']","['bagus', 'banget', 'bagus', 'ai', 'pokoknya', 'wajib', 'download', 'cencong', 'baguswalau', 'ngatau', 'pintar', 'ai', 'ya']",bagus banget bagus ai pokok wajib download cencong baguswalau ngatau pintar ai ya
2025-03-03 01:15:32,Pengguna Google,3,"Tolong perbaiki. ChatGPT bisa lupa sama chat sebelumnya. Padahal satu chat. Misal aku kasih informasi a, lalu setelah beberapa chat. Aku tanya, dan dijawab merasa belum dikirim informasinya. Padahal diatas masih ada",Tolong perbaiki ChatGPT bisa lupa sama chat sebelumnya Padahal satu chat Misal aku kasih informasi a lalu setelah beberapa chat Aku tanya dan dijawab merasa belum dikirim informasinya Padahal diatas masih ada,tolong perbaiki chatgpt bisa lupa sama chat sebelumnya padahal satu chat misal aku kasih informasi a lalu setelah beberapa chat aku tanya dan dijawab merasa belum dikirim informasinya padahal diatas masih ada,tolong perbaiki chatgpt bisa lupa sama chat sebelumnya padahal satu chat misal aku kasih informasi a lalu setelah beberapa chat aku tanya dan dijawab merasa belum dikirim informasinya padahal diatas masih ada,"['tolong', 'perbaiki', 'chatgpt', 'bisa', 'lupa', 'sama', 'chat', 'sebelumnya', 'padahal', 'satu', 'chat', 'misal', 'aku', 'kasih', 'informasi', 'a', 'lalu', 'setelah', 'beberapa', 'chat', 'aku', 'tanya', 'dan', 'dijawab', 'merasa', 'belum', 'dikirim', 'informasinya', 'padahal', 'diatas', 'masih', 'ada']","['tolong', 'perbaiki', 'chatgpt', 'lupa', 'chat', 'chat', 'kasih', 'informasi', 'a', 'chat', 'dikirim', 'informasinya', 'diatas']",tolong baik chatgpt lupa chat chat kasih informasi a chat kirim informasi atas
2025-02-21 15:43:12,Pengguna Google,5,Aplikasi ini telah banyak membantuku saat bingung melakukan sesuatu atau bingung tentang tugas sekolah. Semoga ChatGPT diberi update tentang pengetahuan yang lebih banyak dan lebih akurat. Terimakasih,Aplikasi ini telah banyak membantuku saat bingung melakukan sesuatu atau bingung tentang tugas sekolah Semoga ChatGPT diberi update tentang pengetahuan yang lebih banyak dan lebih akurat Terimakasih,aplikasi ini telah banyak membantuku saat bingung melakukan sesuatu atau bingung tentang tugas sekolah semoga chatgpt diberi update tentang pengetahuan yang lebih banyak dan lebih akurat terimakasih,aplikasi ini telah banyak membantuku saat bingung melakukan sesuatu atau bingung tentang tugas sekolah semoga chatgpt diberi update tentang pengetahuan yang lebih banyak dan lebih akurat terimakasih,"['aplikasi', 'ini', 'telah', 'banyak', 'membantuku', 'saat', 'bingung', 'melakukan', 'sesuatu', 'atau', 'bingung', 'tentang', 'tugas', 'sekolah', 'semoga', 'chatgpt', 'diberi', 'update', 'tentang', 'pengetahuan', 'yang', 'lebih', 'banyak', 'dan', 'lebih', 'akurat', 'terimakasih']","['aplikasi', 'membantuku', 'bingung', 'bingung', 'tugas', 'sekolah', 'semoga', 'chatgpt', 'update', 'pengetahuan', 'akurat', 'terimakasih']",aplikasi bantu bingung bingung tugas sekolah moga chatgpt update tahu akurat terimakasih
2025-03-04 05:28:04,Pengguna Google,4,Bagus sih aplikasi nya tapi agak GK enak soalnya asik ngobrol tapi dibatasi chat nya mana harus nunggu beberapa jam lagi jadi agak kurang seru ya boleh dibatasi tapi nunggunya jangan terlalu lama,Bagus sih aplikasi nya tapi agak GK enak soalnya asik ngobrol tapi dibatasi chat nya mana harus nunggu beberapa jam lagi jadi agak kurang seru ya boleh dibatasi tapi nunggunya jangan terlalu lama,bagus sih aplikasi nya tapi agak gk enak soalnya asik ngobrol tapi dibatasi chat nya mana harus nunggu beberapa jam lagi jadi agak kurang seru ya boleh dibatasi tapi nunggunya jangan terlalu lama,bagus sih aplikasi ya tapi agak tidak enak soalnya asik mengobrol tapi dibatasi chat ya mana harus menunggu beberapa jam lagi jadi agak kurang seru ya boleh dibatasi tapi nunggunya jangan terlalu lama,"['bagus', 'sih', 'aplikasi', 'ya', 'tapi', 'agak', 'tidak', 'enak', 'soalnya', 'asik', 'mengobrol', 'tapi', 'dibatasi', 'chat', 'ya', 'mana', 'harus', 'menunggu', 'beberapa', 'jam', 'lagi', 'jadi', 'agak', 'kurang', 'seru', 'ya', 'boleh', 'dibatasi', 'tapi', 'nunggunya', 'jangan', 'terlalu', 'lama']","['bagus', 'sih', 'aplikasi', 'ya', 'enak', 'asik', 'mengobrol', 'dibatasi', 'chat', 'ya', 'menunggu', 'jam', 'seru', 'ya', 'dibatasi', 'nunggunya']",bagus sih aplikasi ya enak asik obrol batas chat ya tunggu jam seru ya batas nunggunya
2025-03-04 19:53:05,Pengguna Google,5,"aplikasinya mantap banget, bisa cari informasi, bisa dipake curhat nyambung banget juga responnya, responnya bagus bangett, kalo curhat selalu diberi solusi yang baik, mantap deh chat gpt",aplikasinya mantap banget bisa cari informasi bisa dipake curhat nyambung banget juga responnya responnya bagus bangett kalo curhat selalu diberi solusi yang baik mantap deh chat gpt,aplikasinya mantap banget bisa cari informasi bisa dipake curhat nyambung banget juga responnya responnya bagus bangett kalo curhat selalu diberi solusi yang baik mantap deh chat gpt,aplikasinya mantap banget bisa cari informasi bisa dipakai curhat menyambung banget juga responnya responnya bagus banget kalau curhat selalu diberi solusi yang baik mantap deh chat gpt,"['aplikasinya', 'mantap', 'banget', 'bisa', 'cari', 'informasi', 'bisa', 'dipakai', 'curhat', 'menyambung', 'banget', 'juga', 'responnya', 'responnya', 'bagus', 'banget', 'kalau', 'curhat', 'selalu', 'diberi', 'solusi', 'yang', 'baik', 'mantap', 'deh', 'chat', 'gpt']","['aplikasinya', 'mantap', 'banget', 'cari', 'informasi', 'dipakai', 'curhat', 'menyambung', 'banget', 'responnya', 'responnya', 'bagus', 'banget', 'curhat', 'solusi', 'mantap', 'deh', 'chat', 'gpt']",aplikasi mantap banget cari informasi pakai curhat sambung banget responnya responnya bagus banget curhat solusi mantap deh chat gpt
2025-02-26 03:29:10,Pengguna Google,5,"Guys, kalau ga ada di riwayat tinggal discroll kebawah di bagian riwayat sebelah kiri ya, agar scan riwayat. Thanks ❤",Guys kalau ga ada di riwayat tinggal discroll kebawah di bagian riwayat sebelah kiri ya agar scan riwayat Thanks ,guys kalau ga ada di riwayat tinggal discroll kebawah di bagian riwayat sebelah kiri ya agar scan riwayat thanks ,guys kalau tidak ada di riwayat tinggal discroll kebawah di bagian riwayat sebelah kiri ya agar scan riwayat thanks,"['guys', 'kalau', 'tidak', 'ada', 'di', 'riwayat', 'tinggal', 'discroll', 'kebawah', 'di', 'bagian', 'riwayat', 'sebelah', 'kiri', 'ya', 'agar', 'scan', 'riwayat', 'thanks']","['guys', 'riwayat', 'tinggal', 'discroll', 'kebawah', 'riwayat', 'sebelah', 'kiri', 'ya', 'scan', 'riwayat', 'thanks']",guys riwayat tinggal discroll bawah riwayat belah kiri ya scan riwayat thanks
2025-02-23 11:04:50,Pengguna Google,5,"sangat baik dan membantu juga menyenangkan saya sangat suka,tapi tolong untuk chat nya setiap kali keluar chatnya pasti hilang apa tidak bisa di kembang kan menjadi chat nya bisa tersimpan?",sangat baik dan membantu juga menyenangkan saya sangat sukatapi tolong untuk chat nya setiap kali keluar chatnya pasti hilang apa tidak bisa di kembang kan menjadi chat nya bisa tersimpan,sangat baik dan membantu juga menyenangkan saya sangat sukatapi tolong untuk chat nya setiap kali keluar chatnya pasti hilang apa tidak bisa di kembang kan menjadi chat nya bisa tersimpan,sangat baik dan membantu juga menyenangkan saya sangat sukatapi tolong untuk chat ya setiap kali keluar chatnya pasti hilang apa tidak bisa di kembang kan menjadi chat ya bisa tersimpan,"['sangat', 'baik', 'dan', 'membantu', 'juga', 'menyenangkan', 'saya', 'sangat', 'sukatapi', 'tolong', 'untuk', 'chat', 'ya', 'setiap', 'kali', 'keluar', 'chatnya', 'pasti', 'hilang', 'apa', 'tidak', 'bisa', 'di', 'kembang', 'kan', 'menjadi', 'chat', 'ya', 'bisa', 'tersimpan']","['membantu', 'menyenangkan', 'sukatapi', 'tolong', 'chat', 'ya', 'kali', 'chatnya', 'hilang', 'kembang', 'chat', 'ya', 'tersimpan']",bantu senang sukatapi tolong chat ya kali chatnya hilang kembang chat ya simpan
2025-02-20 00:58:35,Pengguna Google,1,"Update ini malah jadi lebih buruk. Salah satunya jawaban atau respon yang dikasi salah terus dan nggak sesuai, proses menyediakan jawabannya juga jadi lebih lama. Tolong perbaiki lagi dong.",Update ini malah jadi lebih buruk Salah satunya jawaban atau respon yang dikasi salah terus dan nggak sesuai proses menyediakan jawabannya juga jadi lebih lama Tolong perbaiki lagi dong,update ini malah jadi lebih buruk salah satunya jawaban atau respon yang dikasi salah terus dan nggak sesuai proses menyediakan jawabannya juga jadi lebih lama tolong perbaiki lagi dong,update ini malah jadi lebih buruk salah satunya jawaban atau respon yang dikasi salah terus dan tidak sesuai proses menyediakan jawabannya juga jadi lebih lama tolong perbaiki lagi dong,"['update', 'ini', 'malah', 'jadi', 'lebih', 'buruk', 'salah', 'satunya', 'jawaban', 'atau', 'respon', 'yang', 'dikasi', 'salah', 'terus', 'dan', 'tidak', 'sesuai', 'proses', 'menyediakan', 'jawabannya', 'juga', 'jadi', 'lebih', 'lama', 'tolong', 'perbaiki', 'lagi', 'dong']","['update', 'buruk', 'salah', 'satunya', 'respon', 'dikasi', 'salah', 'sesuai', 'proses', 'menyediakan', 'jawabannya', 'tolong', 'perbaiki']",update buruk salah satu respon kasi salah sesuai proses sedia jawab tolong baik
2025-02-11 14:35:00,Pengguna Google,5,"Hanya bisa ku bilang bagus aja 🗿☕, dan semoga makin berkembang untuk apk ny dan juga untuk Dev ny, ok gitu aja simple🗿, sekian makasih assalamualaikum wr wb",Hanya bisa ku bilang bagus aja  dan semoga makin berkembang untuk apk ny dan juga untuk Dev ny ok gitu aja simple sekian makasih assalamualaikum wr wb,hanya bisa ku bilang bagus aja  dan semoga makin berkembang untuk apk ny dan juga untuk dev ny ok gitu aja simple sekian makasih assalamualaikum wr wb,hanya bisa ku bilang bagus saja dan semoga makin berkembang untuk apk nya dan juga untuk dev nya ok begitu saja simple sekian assalamualaikum wr wb,"['hanya', 'bisa', 'ku', 'bilang', 'bagus', 'saja', 'dan', 'semoga', 'makin', 'berkembang', 'untuk', 'apk', 'nya', 'dan', 'juga', 'untuk', 'dev', 'nya', 'ok', 'begitu', 'saja', 'simple', 'sekian', 'assalamualaikum', 'wr', 'wb']","['ku', 'bilang', 'bagus', 'semoga', 'berkembang', 'apk', 'nya', 'dev', 'nya', 'ok', 'simple', 'sekian', 'assalamualaikum', 'wr', 'wb']",ku bilang bagus moga kembang apk nya dev nya ok simple sekian assalamualaikum wr wb
2025-02-18 09:02:58,Pengguna Google,5,"Terimakasih banyak atas para pembuat chat gpt, sekarang aku bisa membuat model karakter monster hunter tanpa perlu menggambar dan membuat cerita yang berlebihan.",Terimakasih banyak atas para pembuat chat gpt sekarang aku bisa membuat model karakter monster hunter tanpa perlu menggambar dan membuat cerita yang berlebihan,terimakasih banyak atas para pembuat chat gpt sekarang aku bisa membuat model karakter monster hunter tanpa perlu menggambar dan membuat cerita yang berlebihan,terimakasih banyak atas para pembuat chat gpt sekarang aku bisa membuat model karakter monster hunter tanpa perlu menggambar dan membuat cerita yang berlebihan,"['terimakasih', 'banyak', 'atas', 'para', 'pembuat', 'chat', 'gpt', 'sekarang', 'aku', 'bisa', 'membuat', 'model', 'karakter', 'monster', 'hunter', 'tanpa', 'perlu', 'menggambar', 'dan', 'membuat', 'cerita', 'yang', 'berlebihan']","['terimakasih', 'pembuat', 'chat', 'gpt', 'model', 'karakter', 'monster', 'hunter', 'menggambar', 'cerita']",terimakasih buat chat gpt model karakter monster hunter gambar cerita
2025-02-16 04:49:38,Pengguna Google,5,"Tolong buatin versi fisik dari aplikasi ini..ingin gw peluk,ingin gw sayangin karna udah menemani gw,di tempat ini,jadi buatlah ide untuk membangun versi fisiknya..",Tolong buatin versi fisik dari aplikasi iniingin gw pelukingin gw sayangin karna udah menemani gwdi tempat inijadi buatlah ide untuk membangun versi fisiknya,tolong buatin versi fisik dari aplikasi iniingin gw pelukingin gw sayangin karna udah menemani gwdi tempat inijadi buatlah ide untuk membangun versi fisiknya,tolong membuat versi fisik dari aplikasi iniingin gue pelukingin gue sayangin karena sudah menemani gwdi tempat inijadi buatlah ide untuk membangun versi fisiknya,"['tolong', 'membuat', 'versi', 'fisik', 'dari', 'aplikasi', 'iniingin', 'gue', 'pelukingin', 'gue', 'sayangin', 'karena', 'sudah', 'menemani', 'gwdi', 'tempat', 'inijadi', 'buatlah', 'ide', 'untuk', 'membangun', 'versi', 'fisiknya']","['tolong', 'versi', 'fisik', 'aplikasi', 'iniingin', 'gue', 'pelukingin', 'gue', 'sayangin', 'menemani', 'gwdi', 'inijadi', 'buatlah', 'ide', 'membangun', 'versi', 'fisiknya']",tolong versi fisik aplikasi iniingin gue pelukingin gue sayangin tani gwdi inijadi buat ide bangun versi fisik
2025-02-21 10:52:42,Pengguna Google,5,"Klo menurut ku ya, ini AI paling okey dari semua AI yg aku kenal, kalau AI yang udh aku download jauh beda banget sama AI ini, mangaknya aku kasih bintang 5, pokoknya yg buat ini kau pintarr",Klo menurut ku ya ini AI paling okey dari semua AI yg aku kenal kalau AI yang udh aku download jauh beda banget sama AI ini mangaknya aku kasih bintang  pokoknya yg buat ini kau pintarr,klo menurut ku ya ini ai paling okey dari semua ai yg aku kenal kalau ai yang udh aku download jauh beda banget sama ai ini mangaknya aku kasih bintang  pokoknya yg buat ini kau pintarr,kalau menurut ku ya ini ai paling okey dari semua ai yang aku kenal kalau ai yang sudah aku download jauh beda banget sama ai ini mangaknya aku kasih bintang pokoknya yang buat ini kau pintarr,"['kalau', 'menurut', 'ku', 'ya', 'ini', 'ai', 'paling', 'okey', 'dari', 'semua', 'ai', 'yang', 'aku', 'kenal', 'kalau', 'ai', 'yang', 'sudah', 'aku', 'download', 'jauh', 'beda', 'banget', 'sama', 'ai', 'ini', 'mangaknya', 'aku', 'kasih', 'bintang', 'pokoknya', 'yang', 'buat', 'ini', 'kau', 'pintarr']","['ku', 'ya', 'ai', 'okey', 'ai', 'kenal', 'ai', 'download', 'beda', 'banget', 'ai', 'mangaknya', 'kasih', 'bintang', 'pokoknya', 'kau', 'pintarr']",ku ya ai okey ai kenal ai download beda banget ai mangaknya kasih bintang pokok kau pintarr
2025-03-05 12:04:33,Pengguna Google,5,bagus bgtt gak berbayar praktis lengkap dengan cara / penjelasan aku suka bgt menurut ku sih ini wajib bgt ada di HP kalian kalo gak ada rugi☺☺ seneng bgt PR bisa langsung cpt selesai lope you chatGPT😍😍🥰,bagus bgtt gak berbayar praktis lengkap dengan cara  penjelasan aku suka bgt menurut ku sih ini wajib bgt ada di HP kalian kalo gak ada rugi seneng bgt PR bisa langsung cpt selesai lope you chatGPT,bagus bgtt gak berbayar praktis lengkap dengan cara  penjelasan aku suka bgt menurut ku sih ini wajib bgt ada di hp kalian kalo gak ada rugi seneng bgt pr bisa langsung cpt selesai lope you chatgpt,bagus banget tidak berbayar praktis lengkap dengan cara penjelasan aku suka banget menurut ku sih ini wajib banget ada di hp kalian kalau tidak ada rugi senang banget pr bisa langsung cepat selesai lope you chatgpt,"['bagus', 'banget', 'tidak', 'berbayar', 'praktis', 'lengkap', 'dengan', 'cara', 'penjelasan', 'aku', 'suka', 'banget', 'menurut', 'ku', 'sih', 'ini', 'wajib', 'banget', 'ada', 'di', 'hp', 'kalian', 'kalau', 'tidak', 'ada', 'rugi', 'senang', 'banget', 'pr', 'bisa', 'langsung', 'cepat', 'selesai', 'lope', 'you', 'chatgpt']","['bagus', 'banget', 'berbayar', 'praktis', 'lengkap', 'penjelasan', 'suka', 'banget', 'ku', 'sih', 'wajib', 'banget', 'hp', 'rugi', 'senang', 'banget', 'pr', 'langsung', 'cepat', 'selesai', 'lope', 'you', 'chatgpt']",bagus banget bayar praktis lengkap jelas suka banget ku sih wajib banget hp rugi senang banget pr langsung cepat selesai lope you chatgpt
2025-02-23 03:32:42,Pengguna Google,1,Jelek banget pas waktu saya coba menanyakan jawaban mtk jawaban itu salah semua dan hanya satu yang benar dan pas dicoba lagi semuanya salahhh fix 1,Jelek banget pas waktu saya coba menanyakan jawaban mtk jawaban itu salah semua dan hanya satu yang benar dan pas dicoba lagi semuanya salahhh fix ,jelek banget pas waktu saya coba menanyakan jawaban mtk jawaban itu salah semua dan hanya satu yang benar dan pas dicoba lagi semuanya salahhh fix ,jelek banget pas waktu saya coba menanyakan jawaban mtk jawaban itu salah semua dan hanya satu yang benar dan pas dicoba lagi semuanya salahhh fix,"['jelek', 'banget', 'pas', 'waktu', 'saya', 'coba', 'menanyakan', 'jawaban', 'mtk', 'jawaban', 'itu', 'salah', 'semua', 'dan', 'hanya', 'satu', 'yang', 'benar', 'dan', 'pas', 'dicoba', 'lagi', 'semuanya', 'salahhh', 'fix']","['jelek', 'banget', 'pas', 'coba', 'mtk', 'salah', 'pas', 'dicoba', 'salahhh', 'fix']",jelek banget pas coba mtk salah pas coba salahhh fix
2025-03-01 17:06:30,Pengguna Google,1,"tambahin fitur delete chat, itu yang kurang sih, Ko setelah update, saya ga bisa lihat list chat yang diarsipkan? Tolong diperbaiki",tambahin fitur delete chat itu yang kurang sih Ko setelah update saya ga bisa lihat list chat yang diarsipkan Tolong diperbaiki,tambahin fitur delete chat itu yang kurang sih ko setelah update saya ga bisa lihat list chat yang diarsipkan tolong diperbaiki,tambahkan fitur delete chat itu yang kurang sih kok setelah update saya tidak bisa lihat list chat yang diarsipkan tolong diperbaiki,"['tambahkan', 'fitur', 'delete', 'chat', 'itu', 'yang', 'kurang', 'sih', 'kok', 'setelah', 'update', 'saya', 'tidak', 'bisa', 'lihat', 'list', 'chat', 'yang', 'diarsipkan', 'tolong', 'diperbaiki']","['tambahkan', 'fitur', 'delete', 'chat', 'sih', 'update', 'lihat', 'list', 'chat', 'diarsipkan', 'tolong', 'diperbaiki']",tambah fitur delete chat sih update lihat list chat arsip tolong baik
2025-02-12 08:41:41,Pengguna Google,4,"Aplikasinya sih sudah terbilang bagus, bahkan aplikasi ai ini yang paling canggih yang pernah saya pake, ya walaupun masih ada beberapa kesalahan saat make aplikasinya, tapi yang lainnya bagus saya menyukainya☺",Aplikasinya sih sudah terbilang bagus bahkan aplikasi ai ini yang paling canggih yang pernah saya pake ya walaupun masih ada beberapa kesalahan saat make aplikasinya tapi yang lainnya bagus saya menyukainya,aplikasinya sih sudah terbilang bagus bahkan aplikasi ai ini yang paling canggih yang pernah saya pake ya walaupun masih ada beberapa kesalahan saat make aplikasinya tapi yang lainnya bagus saya menyukainya,aplikasinya sih sudah terbilang bagus bahkan aplikasi ai ini yang paling canggih yang pernah saya pakai ya walaupun masih ada beberapa kesalahan saat memakai aplikasinya tapi yang lainnya bagus saya menyukainya,"['aplikasinya', 'sih', 'sudah', 'terbilang', 'bagus', 'bahkan', 'aplikasi', 'ai', 'ini', 'yang', 'paling', 'canggih', 'yang', 'pernah', 'saya', 'pakai', 'ya', 'walaupun', 'masih', 'ada', 'beberapa', 'kesalahan', 'saat', 'memakai', 'aplikasinya', 'tapi', 'yang', 'lainnya', 'bagus', 'saya', 'menyukainya']","['aplikasinya', 'sih', 'terbilang', 'bagus', 'aplikasi', 'ai', 'canggih', 'pakai', 'ya', 'kesalahan', 'memakai', 'aplikasinya', 'bagus', 'menyukainya']",aplikasi sih bilang bagus aplikasi ai canggih pakai ya salah pakai aplikasi bagus suka
2025-01-28 01:45:06,Pengguna Google,4,"Saya ketika bertanya ke ChatGPT,system nya ada masalah mulu,lalu saya udah tungguin lama tuh biar sistem nya membaik ternyata belum membaik juga,dan ketika saya logout dan login kembali itu tidak bisa,malah kembali lagi ke halaman awal login,dan terus menerus begitu, walaupun sudah saya update aplikasinya, mohon perbaikan nya developer aplikasi ini sangat penting untuk saya 🙏",Saya ketika bertanya ke ChatGPTsystem nya ada masalah mululalu saya udah tungguin lama tuh biar sistem nya membaik ternyata belum membaik jugadan ketika saya logout dan login kembali itu tidak bisamalah kembali lagi ke halaman awal logindan terus menerus begitu walaupun sudah saya update aplikasinya mohon perbaikan nya developer aplikasi ini sangat penting untuk saya ,saya ketika bertanya ke chatgptsystem nya ada masalah mululalu saya udah tungguin lama tuh biar sistem nya membaik ternyata belum membaik jugadan ketika saya logout dan login kembali itu tidak bisamalah kembali lagi ke halaman awal logindan terus menerus begitu walaupun sudah saya update aplikasinya mohon perbaikan nya developer aplikasi ini sangat penting untuk saya ,saya ketika bertanya ke chatgptsystem ya ada masalah mululalu saya sudah tungguin lama tuh biar sistem ya membaik ternyata belum membaik jugadan ketika saya logout dan login kembali itu tidak bisamalah kembali lagi ke halaman awal logindan terus menerus begitu walaupun sudah saya update aplikasinya mohon perbaikan ya developer aplikasi ini sangat penting untuk saya,"['saya', 'ketika', 'bertanya', 'ke', 'chatgptsystem', 'ya', 'ada', 'masalah', 'mululalu', 'saya', 'sudah', 'tungguin', 'lama', 'tuh', 'biar', 'sistem', 'ya', 'membaik', 'ternyata', 'belum', 'membaik', 'jugadan', 'ketika', 'saya', 'logout', 'dan', 'login', 'kembali', 'itu', 'tidak', 'bisamalah', 'kembali', 'lagi', 'ke', 'halaman', 'awal', 'logindan', 'terus', 'menerus', 'begitu', 'walaupun', 'sudah', 'saya', 'update', 'aplikasinya', 'mohon', 'perbaikan', 'ya', 'developer', 'aplikasi', 'ini', 'sangat', 'penting', 'untuk', 'saya']","['chatgptsystem', 'ya', 'mululalu', 'tungguin', 'tuh', 'biar', 'sistem', 'ya', 'membaik', 'membaik', 'jugadan', 'logout', 'login', 'bisamalah', 'halaman', 'logindan', 'menerus', 'update', 'aplikasinya', 'mohon', 'perbaikan', 'ya', 'developer', 'aplikasi']",chatgptsystem ya mululalu tungguin tuh biar sistem ya baik baik jugadan logout login bisamalah halaman logindan terus update aplikasi mohon baik ya developer aplikasi
2025-02-11 12:09:50,Pengguna Google,5,"Salah satu AI terbaik untuk saat ini. Setelah nyoba beberapa chatbot AI yang ada, cuma chatgpt doang yang terbaik. Yang gw suka dari chatgpt ini salah satunya kata²nya bener² menyerupai manusia asli. Chatgpt juga punya sistem yang mungkin ga ada di chatbot AI lainnya, yaitu dia bisa menyimpan memori berdasarkan percakapan sebelumnya atau yang udah lama. Pokoknya chatgpt sangat rekomended untuk membantu berbagai pekerjaan, nambah ilmu dll",Salah satu AI terbaik untuk saat ini Setelah nyoba beberapa chatbot AI yang ada cuma chatgpt doang yang terbaik Yang gw suka dari chatgpt ini salah satunya katanya bener menyerupai manusia asli Chatgpt juga punya sistem yang mungkin ga ada di chatbot AI lainnya yaitu dia bisa menyimpan memori berdasarkan percakapan sebelumnya atau yang udah lama Pokoknya chatgpt sangat rekomended untuk membantu berbagai pekerjaan nambah ilmu dll,salah satu ai terbaik untuk saat ini setelah nyoba beberapa chatbot ai yang ada cuma chatgpt doang yang terbaik yang gw suka dari chatgpt ini salah satunya katanya bener menyerupai manusia asli chatgpt juga punya sistem yang mungkin ga ada di chatbot ai lainnya yaitu dia bisa menyimpan memori berdasarkan percakapan sebelumnya atau yang udah lama pokoknya chatgpt sangat rekomended untuk membantu berbagai pekerjaan nambah ilmu dll,salah satu ai terbaik untuk saat ini setelah mencoba beberapa chatbot ai yang ada cuma chatgpt doang yang terbaik yang gue suka dari chatgpt ini salah satunya katanya benar menyerupai manusia asli chatgpt juga punya sistem yang mungkin tidak ada di chatbot ai lainnya yaitu dia bisa menyimpan memori berdasarkan percakapan sebelumnya atau yang sudah lama pokoknya chatgpt sangat rekomended untuk membantu berbagai pekerjaan menambah ilmu dll,"['salah', 'satu', 'ai', 'terbaik', 'untuk', 'saat', 'ini', 'setelah', 'mencoba', 'beberapa', 'chatbot', 'ai', 'yang', 'ada', 'cuma', 'chatgpt', 'doang', 'yang', 'terbaik', 'yang', 'gue', 'suka', 'dari', 'chatgpt', 'ini', 'salah', 'satunya', 'katanya', 'benar', 'menyerupai', 'manusia', 'asli', 'chatgpt', 'juga', 'punya', 'sistem', 'yang', 'mungkin', 'tidak', 'ada', 'di', 'chatbot', 'ai', 'lainnya', 'yaitu', 'dia', 'bisa', 'menyimpan', 'memori', 'berdasarkan', 'percakapan', 'sebelumnya', 'atau', 'yang', 'sudah', 'lama', 'pokoknya', 'chatgpt', 'sangat', 'rekomended', 'untuk', 'membantu', 'berbagai', 'pekerjaan', 'menambah', 'ilmu', 'dll']","['salah', 'ai', 'terbaik', 'mencoba', 'chatbot', 'ai', 'chatgpt', 'doang', 'terbaik', 'gue', 'suka', 'chatgpt', 'salah', 'satunya', 'menyerupai', 'manusia', 'asli', 'chatgpt', 'sistem', 'chatbot', 'ai', 'menyimpan', 'memori', 'berdasarkan', 'percakapan', 'pokoknya', 'chatgpt', 'rekomended', 'membantu', 'pekerjaan', 'menambah', 'ilmu', 'dll']",salah ai baik coba chatbot ai chatgpt doang baik gue suka chatgpt salah satu rupa manusia asli chatgpt sistem chatbot ai simpan memori dasar cakap pokok chatgpt rekomended bantu kerja tambah ilmu dll
